PREGUNTA,RESPUESTA_A,RESPUESTA_B,RESPUESTA_C,RESPUESTA_D,RESPUESTA_CORRECTA,BLOQUE,AUTOR,PROMOCION,ANNO_CREACION,OBSERVACIONES,NUMERO_TEST,NUMERO_PREGUNTA,ID,TEMAS,REVISADA,ESTADO,REVISOR,SENTENCIA,,EXAMEN,ESTADO,,
La Ética Pública se puede definir como:,El conjunto de normas que adoptan de manera voluntaria los trabajadores públicos con objeto de satisfacer las necesidades de los ciudadanos.,El conjunto de comportamientos inadecuados por parte de empleados públicos y políticos.,El conjunto de normas que rigen la conducta de las personas que trabajan en las Administraciones Públicas.,El compromiso que adquieren los ciudadanos al relacionarse con las Administraciones Públicas.,C,BL,SGC,PREPARATIC24,2016,Ética pública y transparencia,,,,22,2016,Revisada,JMB,,,,,,
El Portal de Transparencia de la Administración General del Estado depende del:,Ministerio de Hacienda y Función Pública,"Ministerio de Energía, Turismo y Agenda Digital",Ministerio de la Presidencia,Ministerio de Fomento,C,BL,SGC,PREPARATIC24,2016,Ética pública y transparencia,,,,22,2016,Revisada,JMB,,,,,,
"En base a la Ley 19/2013 de Transparencia, Acceso a la Información Pública y Buen Gobierno señale la afirmación verdadera:","El derecho de acceso a la información pública supone, entre otros, que el sujeto obligado a ello publique de forma periódica y actualizada la información cuyo conocimiento sea relevante para garantizar la transparencia de su actividad.",Las entidades privadas no están sujetas a obligaciones de transparencia según la Ley 19/2013.,"Se admitirán a trámite, sin excepción, todas las solicitudes de acceso a la información por parte de los ciudadanos.",El cumplimiento por la Administración General del Estado de las obligaciones de publicidad activa será objeto de control por parte del CTBG.,D,BL,SGC,PREPARATIC24,2016,Ética pública y transparencia,,,,22,2016,Revisada,JMB,,,,,,
Indique la afirmación falsa:,"En la publicidad activa la Administración pone los datos a disposición de la ciudadanía, en portales y páginas web, sin esperar a que los ciudadanos los demanden, proactivamente.",En el derecho de acceso a la información pública los ciudadanos acceden a la información pública puesta a disposición por la Administración en portales y páginas web.,La publicidad activa y el derecho de acceso fomentan la transparencia en la actividad pública.,En el derecho de acceso a la información pública la Administración responde a las demandas de información por parte de los ciudadanos.,B,BL,SGC,PREPARATIC24,2016,Ética pública y transparencia,,,,22,2016,Revisada,JMB,,,,,,
"¿Qué ley regula el ejercicio del alto cargo de la Administración General del Estado con objeto de garantizar, entre otros, que realice su actividad en máximas condiciones de transparencia?",Ley 3/2015,Ley 6/2007,Ley 5/1984,Ley 5/2006,A,BL,SGC,PREPARATIC24,2016,Ética pública y transparencia,,,,22,2016,Revisada,JMB,,,,,,
Si un ciudadano solicita información a la Administración y son de aplicación los límites de derecho de acceso previstos en el artículo 14 de la Ley 19/2013 pero éstos no afectan a la totalidad de la información:,Nunca se concederá el acceso parcial a la información.,Se ofrecerá acceso parcial sin indicar al solicitante que parte de la información ha sido omitida.,Siempre se conderá acceso parcial a la información a la que no le afecte la limitación prevista en el artículo 14.,"Se concederá el acceso parcial previa omisión de la información afectada por el límite de acceso, salvo que de ello resulte una información distorsionada o que carezca de sentido.",D,BL,SGC,PREPARATIC24,2016,Ética pública y transparencia,,,,22,2016,Revisada,JMB,,,,,,
En relación al Portal de Transparencia de la AGE:,"La información más relevante para el ciudadano y de frecuente acceso estará disponible en el Portal de Transparencia, no pudiendo accederse a información que no se encuentre ya publicada.",El ejercicio del Derecho de Acceso abre con la administración un procedimiento administrativo que exige la identificación del solicitante.,En el Portal de Transparencia de la AGE sólo se puede acceder a información de tipo institucional.,El CTBG es el responsable del Portal de Transparencia.,B,BL,SGC,PREPARATIC24,2016,Ética pública y transparencia,,,,22,2016,Revisada,JMB,,,,,,
"Según la Ley 19/2013 de transparencia, las unidades de información en el ámbito de la AGE (señale la falsa):",Son unidades especializadas que se encargan de recibir y dar tramitación a las solicitudes de acceso a la información.,Son unidades especializadas que aseguran la disponibilidad en la respectiva página web o sede electrónica de la información cuyo acceso se solicita con más frecuencia.,La Oficina de Transparencia y Acceso a la Información Pública es la unidad de información del Ministerio de la Presidencia.,Son unidades especializadas en elaborar legislación en el ámbito de la transparencia pública.,D,BL,SGC,PREPARATIC24,2016,Ética pública y transparencia,,,,22,2016,Revisada,JMB,,,,,,
"La Ley 19/2013 de 9 de diciembre, de transparencia, acceso a la información pública y buen gobierno ha establecido el derecho:","Al acceso a la información pública, en desarrollo de los términos ya previstos por la Ley 11/2007, de acceso electrónico de los ciudadano a los servicios públicos.","Al acceso a la información pública, por primera vez en nuestra legislación positiva.",Al acceso a la información pública a través del portal de transparencia.,"Al acceso a la información pública, con las limitaciones derivadas del posible perjuicio para la defensa, seguridad nacional o funciones administrativas de inspección, entre otras.",D,BL,LGD,PREPARATIC24,2016,Ética pública y transparencia,,,,22,,,,,,,,,
¿Cuál NO es una función de la oficina de transparencia y acceso a la información?,"Actuar como unidad de información del Ministerio de la Presidencia, en los términos previstos en el artículo 21 de la Ley 19/2013, de 9 de diciembre.",La atención a los ciudadanos sobre el modo de acceso a los servicios y procedimientos en materias propias del departamento.,"Actuar como observatorio de la transparencia, acceso a la información y buen Gobierno.",La tramitación de las quejas y sugerencias que pudieran derivarse del funcionamiento de los servicios de competencia del departamento.,C,BL,LGD,PREPARATIC24,2016,Ética pública y transparencia,,,,22,,,,,,,,,
Señale la respuesta falsa,El Portal de la Transparencia del Gobierno de España es una subsede de la sede electrónica central del Ministerio de la Presidencia.,"La titularidad de esta subsede corresponde a la Oficina de la Transparencia y Acceso a la Información (OTAI), dependiente de la Oficina para la Ejecución de la Reforma de la Administración Pública (OPERA).","La gestión de la plataforma tecnológica es competencia de la Dirección de Tecnologías de la Información y las Comunicaciones (DTIC), en virtud del Acuerdo de Colaboración firmado por el Ministerio de la Presidencia y el Ministerio de Hacienda y Administraciones Públicas, para el desarrollo del Portal de la Transparencia.","La DTIC será responsable de la integridad y disponibilidad de la información, que se provea al Portal de la Transparencia a través de enlaces o vínculos a otras páginas o sedes electrónicas cuya responsabilidad corresponda a distinto órgano o Administración Pública.",D,BL,LGD,PREPARATIC24,2016,Ética pública y transparencia,,,,22,,,,,,,,,
Señalar la respuesta FALSA sobre el Consejo de Transparencia y Buen Gobierno:,"Tiene por finalidad promover la transparencia de la actividad pública, velar por el cumplimiento de las obligaciones de publicidad, salvaguardar el ejercicio de derecho de acceso a la información pública y garantizar la observancia de las disposiciones de buen gobierno.",Estará compuesto por los siguientes órganos: la Comisión de Transparencia y Buen Gobierno y el Presidente del Consejo de Transparencia y Buen Gobierno que lo será también de su Comisión.,"Se rige, entre otras, por Ley 33/2003, de 3 de noviembre, del Patrimonio de las Administraciones Públicas, y, en lo no previsto en ella, por el Derecho público en sus adquisiciones patrimoniales.","Entre sus funciones se encuentra evaluar el grado de aplicación de la Ley 19/2013. Para ello, elaborará anualmente una memoria en la que se incluirá información sobre el cumplimiento de las obligaciones previstas y que será presentada ante las Cortes Generales.",C,BL,LGD,PREPARATIC24,2016,Ética pública y transparencia,,,,22,,,,,,,CORREGIDA,,
Señalar la respuesta FALSA respecto al Consejo de Transparencia y Buen Gobierno:,Su estatuto entra en vigor el 10 de diciembre de 2014.,Estatuto se estructura en cinco capítulos.,"El Consejo de Ministros aprobará, en el plazo de tres meses desde la publicación de la Ley 19/2013 en el «Boletín Oficial del Estado», un Real Decreto por el que se apruebe el Estatuto orgánico del Consejo de Transparencia y Buen Gobierno.","Su estatuto se regula por el Real Decreto 919/2014, de 31 de octubre.",B,BL,LGD,PREPARATIC24,2016,Ética pública y transparencia,,,,22,,,,,,,CORREGIDA,,
"Según la ley 14/2013, de apoyo a los emprendedores y su internacionalización, se entiende por emprendedor:",Aquellas personas físicas que van a desarrollar o están desarrollando una actividad económica productiva.,"Aquellas personas independientemente de su condición de persona física o jurídica, que van a desarrollar una actividad económica productiva.","Aquellas personas, independientemente de su condición de persona física o jurídica, que van a desarrollar o están desarrollando una actividad económica productiva.",Ninguna de las anteriores,C,BL,CSG,PREPARATIC24,2016,Dirección pública,,,,23,2016,Corregida,MJPP,Modificado el número de tema asignado,,,,,
"¿Qué dos figuras son novedad de la ley 14/2013, de apoyo a los emprendedores y su internacionalización ?",Las Sociedades de Responsabilidad Limitada de formación sucesiva y el Emprendedor de responsabilidad limitada,Sociedad Limitada de Formación Sucesiva y Emprendedor de responsabilidad limitada,Sociedad de Responsabilidad Limitada y Emprendedor de responsabilidad Limitada,Sociedad de Formación sucesiva y emprendedor de responsabilidad limitada,B,BL,CSG,PREPARATIC24,2016,Dirección pública,,,,23,2016,Corregida,MJPP,Modificado el número de tema asignado,,,,,
¿Cuál de los siguientes NO es uno de los principios de la Ley de Garantía de la Unidad de Mercado?,No discriminación,Cooperación,Colaboración,Todos los anteriores son principios de la Ley de Garantía de la Unidad de Mercado,C,BL,CSG,PREPARATIC24,2016,Dirección pública,,,,23,2016,Corregida,MJPP,Modificado el número de tema asignado,,,,,
"En el contexto de la Ley 20/2013, de garantía de la unidad de mercado, se considerará que concurren los principios de necesidad y proporcionalidad para la exigencia de una autorización:","Respecto a los operadores económicos, cuando esté justificado por razones de orden público aunque éstas puedan salvaguardarse mediante la presentación de una declaración responsable o de una comunicación.","Respecto a las instalaciones o infraestructuras físicas necesarias para el ejercicio de actividades económicas, cuando sean susceptibles de generar daños sobre el medio ambiente y el entorno urbano, la seguridad o la salud pública y el patrimonio histórico-artístico, y estas razones no puedan salvaguardarse mediante la presentación de una declaración responsable o de una comunicación",b) y d) son verdaderas,Cuando así se disponga reglamentariamente,B,BL,CSG,PREPARATIC24,2016,Dirección pública,,,,23,2016,Corregida,MJPP,Modificado el número de tema asignado,,,,,
¿Cuál de los siguientes NO es un objetivo del Plan de Transformación Digital de la AGE?,Consolidar el tejido productivo nacional apoyando el efectivo despliegue de la Sociedad de la Información.,Conseguir una mayor eficiencia en los servicios TIC comunes de la Administración.,Implantar una gestión corporativa inteligente de la información y los datos.,Adoptar una estrategia corporativa de seguridad y usabilidad.,A,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11790,26,,,,,,AGE A1 2015,,,11790
"La composición inicial del Comité Ejecutivo de la Comisión de Estrategia TIC, fijada por la disposición adicional quinta del Real Decreto 806/2014, incluye, entre otros, a:",Los responsables de las unidades ministeriales de tecnologías de la información y las comunicaciones.,La Inspección General del Ministerio de Hacienda y Administraciones Públicas.,El titular de la Secretaría de Estado de Telecomunicaciones y para la Sociedad de la Información.,Representantes de las empresas del sector TIC nacional.,B,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11812,26,,,,,,AGE A1 2015,,,11812
Señale cuál de los siguientes apartados NO ha sido declarado como servicio compartido en la Administración General del Estado:,Servicio común de gestión económico-presupuestaria,Servicio común de georreferenciación,Servicio de seguridad gestionada,Servicio de gestión de notificaciones,B,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11848,26,,,,,,AGE A1 2015,,,11848
"En cuanto a la imputación de costes de los servicios compartidos en la Administración General del Estado, señale la afirmación correcta:","Según establece el Real Decreto 806/2014 el coste, caso de ocasionarse, será asumido íntegramente por la Dirección de Tecnologías de las Información y Comunicaciones.",Se sufragarán con cargo a los presupuestos de Presidencia del Gobierno dado el carácter horizontal del servicio compartido.,La declaración de todo servicio compartido deberá indicar si existe compensación económica al proveedor.,"No existirá, dado que su gratuidad y libertad de acceso es consustancial a la idea de servicio compartido.",C,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11889,26,2016,Revisada,A.deGrado,,He hecho referencia a la nueva Secretaría General de Administración Digital,AGE A1 2015,,,11889
"Los medios y servicios compartidos, establecidos en el Real Decreto 806/2014 dentro del modelo de gobernanza en el ámbito de las tecnologías de la información y las comunicaciones de la Administración General del Estado, son tales que:","Su declaración presupone que el servicio se encuentra en producción, listo para la adhesión de las diferentes unidades departamentales.","Dado su carácter obligatorio y sustitutivo, no se permite acordar excepciones por razones económicas, técnicas o de oportunidad sobrevenidas.","Su declaración establece la habilitación para el desarrollo de las medidas técnicas, organizativas, presupuestarias y normativas.",Su provisión se realiza directa y exclusivamente por medio de la Dirección General de Administración Digital,C,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11791,26,2016,Revisada,A.deGrado,,He hecho referencia a la nueva Secretaría General de Administración Digital,AGE A1 2015,,,11791
¿Cuál de las siguientes NO es una función de la Secretaría General de Administración Digital?,Establecer los mecanismos que aseguren un adecuado mantenimiento del censo de activos TIC.,"El estudio y la implementación de modelos para incentivar la compartición y reutilización de las infraestructuras y aplicaciones sectoriales, y promover el desarrollo de aplicaciones bajo dicho modelo.","La supervisión y coordinación del registro de convenios del sector público estatal, de acuerdo con la información que deberán suministrar los diferentes departamentos ministeriales y demás organismos públicos suscriptores de los mismos.","El desarrollo, impulso e implantación de sistemas tecnológicos de apoyo para la gestión de recursos humanos, incluidos los sistemas del Registro Central de Personal.",C,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11798,26,2016,Revisada,A.deGrado,,He hecho referencia a la nueva Secretaría General de Administración Digital,AGE A1 2015,,,11798
¿Cuál es el órgano de la Comisión Europea encargado de la gobernanza TIC cuya misión es garantizar que la Comisión haga un uso eficaz de las tecnologías de la información y la comunicación para el logro de sus objetivos organizativos y políticos?,La Dirección General de Informática (DIGIT),Oficina del Organismo de Reguladores Europeos de las Comunicaciones Electrónicas (ORECE),Agencia de Seguridad de las Redes y de la Información de la Unión Europea (ENISA),Instituto Europeo de Innovación y Tecnología (EIT),A,B1,ASA,PREPARATIC24,2016,Gobernanza TIC,,,,26,,,,,,,,,
¿Qué estándar ISO define un marco de trabajo para la gobernanza TIC?,ISO/IEC 31000,ISO/IEC 14000,ISO/IEC 38500,ISO/IEC 18000,C,B1,ASA,PREPARATIC24,2016,Gobernanza TIC,,,,26,,,,,,,,,
¿Cuál es el órgano superior de gobernanza TIC en la Administración General del Estado?,El Comité de Dirección TIC,El Consejo Superior de Administración Electrónica,La Dirección de Tecnologías de la Información,La Comisión de Estrategia TIC,D,B1,ASA,PREPARATIC24,2016,Gobernanza TIC,,,,26,,,,,,,,,
"¿Cuál es la nueva denominación para la Dirección de Tecnologías de la Información tras la aprobación del Real Decreto 424/2016, de 11 de noviembre, por el que se establece la estructura orgánica básica de los departamentos ministeriales?","Subsecretaría de Energía, Turismo y Agenda Digital",Secretaría General de Administración Digital,Dirección General de Telecomunicaciones y Tecnologías de la Información,Secretaría de Estado de Administración Digital,B,B1,ASA,PREPARATIC24,2016,Gobernanza TIC,,,,26,,,,,,,,,
El principio definido en el estándar ISO/IEC 38500 para la Gobernanza TIC que establece la necesidad de cumplir los requerimientos regulatorios y legales es el principio de:,Conformidad,Responsabilidad,Adquisición,Desempeño,A,B1,ASA,PREPARATIC24,2016,Gobernanza TIC,,,,26,,,,,,,,,
"La gobernanza TIC incluye, entre otros, los siguientes aspectos:",Integrar la estrategia TIC con la de negocio,Adoptar e implantar un marco de control de las TIC,Proporcionar las estructuras organizativas encargadas de implantar la estrategia TIC,Todas las anteriores,D,B1,ASA,PREPARATIC24,2016,Gobernanza TIC,,,,26,,,,,,,,,
El ámbito de aplicación del RD 806/2014 de Gobernanza TIC es:,La Administración General del Estado,La Administración General del Estado y sus Organismos Públicos,La Administración General del Estado y sus Organismos Públicos y las Comunidades Autónomas,"La Administración General del Estado y sus Organismos Públicos, las Comunidades Autónomas y las Entidades Locales",B,B1,ASA,PREPARATIC24,2016,Gobernanza TIC,,,,26,,,,,,,,,
El presidente del pleno de la Comisión de Estrategia TIC es :,"El Ministro de Energía, Turismo y Agenda Digital",El Ministro de Hacienda y Función Pública,El Presidente del Gobierno,El Secretario General de Administración Digital,B,B1,ASA,PREPARATIC24,2016,Gobernanza TIC,,,,26,,,,,,,,,
Entre las funciones a desarrollar por la Comisión Sectorial de la administración electrónica NO se encuentra:,Asegurar la compatibilidad e interoperabilidad de los sistemas y aplicaciones empleados por las Administraciones Públicas.,Impulsar el desarrollo de la administración electrónica en España.,"Asegurar la cooperación entre las Administraciones Públicas para proporcionar información administrativa clara, actualizada e inequívoca.",El seguimiento de la ejecución del Plan de Transformación Digital,D,B1,ASA,PREPARATIC24,2016,Gobernanza TIC,,,,26,,,,,,,,,
"¿Cuál es el órgano técnico de cooperación de la Administración General del Estado, de las Administraciones de las Comunidades Autónomas y de las Entidades Locales en materia de administración electrónica definido en la ley 40/2015 de Régimen Jurídico del Sector Público?",La Conferencia Sectorial de Telecomunicaciones y Sociedad de la Información,El Comité Sectorial de Administración Electrónica,La Comisión Sectorial de administración electrónica,La Comisión de Estrategia TIC,C,B1,ASA,PREPARATIC24,2016,Gobernanza TIC,,,,26,,,,,,,,,
"Con respecto al ámbito objetivo de aplicación de la Ley 37/2007, de 16 de noviembre, sobre reutilización de la información del sector público:",Abarca el intercambio de documentos entre Administraciones y organismos del sector público en el ejercicio de las funciones públicas que tengan atribuidas.,Será aplicable incluso sobre los documentos que obran en las Administraciones y organismos del sector público para finalidades ajenas a sus funciones de servicio público.,No afecta a la existencia de derechos de propiedad intelectual de las Administraciones y organismos del sector público ni a su posesión por éstos.,"Fija la prevalencia del derecho fundamental a la protección de datos de carácter personal, aún cuando se apliquen medidas de disociación de datos.",C,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11810,27,,,,,,AGE A1 2015,,,11810
Indique la opción correcta en relación con la VISIÓN de la Estrategia TIC,En el año 2020 la Administración española ha de ser electrónica.,En el año 2020 la Administración española ha de ser digital.,Para el año 2020 ya no existirá ningún procedimiento en soporte papel.,En el año 2020 los funcionarios realizarán todas sus tareas con ordenador.,B,BL,AMB,PREPARATIC24,2016,Estrategia TIC,,,,28,2016,Revisada,CSG,,,,,,
Son líneas de acción del Plan de Transformación Digital de la AGE y sus OOPP.,Disponer de sistemas de análisis de datos para la toma de decisiones y de funcionarios formados adecuadamente.,Que en el año 2020 la Administración española ha de ser electrónica.,Un mejor formación del funcionariado y una atención al ciudadano acorde a las nuevas tecnologías.,Desarrollar el puesto de trabajo digital y mejorar la satisfacción del usuario en el uso de los servicios públicos digitales.,D,BL,AMB,PREPARATIC24,2016,Estrategia TIC,,,,28,2016,Revisada,CSG,,,,,,
En el Plan de Transformación Digital de la AGE y sus OOPP el principio de transparencia:,El seguimiento de la actividad de los funcionarios aumenta la eficacia de los servicios públicos.,La transparencia facilita al ciudadano el acceso a los servicios públicos.,"Una continua monitorización de la actividad, junto a la evaluación y difusión de resultados incrementa la satisfacción de los ciudadanos.",El seguimiento y control de la actividad política disminuye las actividades ligadas a la corrupción.,C,BL,AMB,PREPARATIC24,2016,Estrategia TIC,,,,28,2016,Revisada,CSG,,,,,,
Son principios rectores del Plan de Transformación Digital de la AGE y sus OOPP:,"Tranparencia, Innovación, Unidad y visión integral y Orientación al usuario del servicio","Tranparencia, Colaboración y alianzas, Orientación al usuario del servicio y Reutilización","Reutilización, Seguridad, Orientación al usuario del servicio y Transparencia",Ninguna de las anteriores,A,B1,AMB,PREPARATIC24,2016,Estrategia TIC,,,,28,2016,Revisada,CSG,,,,,,
Las iniciativas que se lancen al amparo del Plan de Acción de la Administración Electrónica de la UE se basarán en:,6 principios.,7 principios.,5 principios.,6 directrices.,C,B1,AMB,PREPARATIC24,2016,Estrategia TIC,,,,28,2016,Corregida,CSG,,,,,,
"En el Plan de Acción de la Administración Electrónica de la UE, las administraciones públicas y las instituciones públicas de la Unión Europea deben ser abiertas, eficaces e integradoras en el año:",2025,2023,2030,2020,D,B1,AMB,PREPARATIC24,2016,Estrategia TIC,,,,28,2016,Revisada,CSG,,,,,,
La estructura de la Estrategia TIC:,"5 principios rectores, 7 objetivos estratégicos, 9 líneas de acción","5 principios rectores, 5 objetivos estratégicos, 7 líneas de acción","5 principios rectores, 5 objetivos estratégicos, 9 líneas de acción","5 principios rectores, 6 objetivos estratégicos, 8 líneas de acción",C,B1,AMB,PREPARATIC24,2016,Estrategia TIC,,,,28,2016,Revisada,CSG,,,,,,
En relación al principio rector Orientación al usuario del servicio del Plan de Transformación Digital de la AGE y sus OOPP:,"Es necesario redefinir los servicios empezando por el lado del usuario, ya sea un ciudadano o un empleado público, con una vocación de accesibilidad, usabilidad, simplicidad y seguridad.","Es necesario redefinir los servicios empezando por el lado del ciudadano, ya sea un funcionario o una persona física, con una vocación de accesibilidad, usabilidad, simplicidad y transparencia.","Se requiere modernizar los servicios públicos empezando por el lado del ciudadano, ya sea un funcionario o una persona física, con una vocación de transparencia, usabilidad, simplicidad y accesibilidad.","Es necesario redefinir los servicios empezando por el lado del usuario, ya sea un ciudadano o un empleado público, con una vocación de accesibilidad, usabilidad, simplicidad y transparencia.",A,B1,AMB,PREPARATIC24,2016,Estrategia TIC,,,,28,2016,Revisada,CSG,,,,,,
Uno de los objetivos estratégicos del Plan de Transformación Digital de la AGE y sus OOPP:,Proveer de manera compartida servicios comunes,El canal digital ha de ser el medio preferido por ciudadanos y empresas para relacionarse con la Administración.,Orientación al usuario del servicio.,Transparencia,B,B1,AMB,PREPARATIC24,2016,Estrategia TIC,,,,28,2016,Revisada,CSG,,,,,,
Dos de los principios del Plan de Acción de la Administración Electrónica de la UE son:,Transparencia e innovación,Seguridad y reutilización,Reutilización y buzón de quejas y sugerencias,Principio de solo una vez y transfronterizo de forma predeterminada,D,B1,AMB,PREPARATIC24,2016,Estrategia TIC,,,,28,2016,Revisada,CSG,,,,,,
El concepto de Green CPD está muy avanzado y se está convirtiendo en un referente. Una de las técnicas utilizadas es el Free Cooling. ¿En qué consiste?,Utilizar software libre en el control de la climatización.,Utilizar temperaturas bajo cero para la climatización.,Se trata del pasillo frío.,Utilizar las bajas temperaturas del aire exterior para la climatización.,D,B1,EMA,PREPARATIC24,2016,AGE A2 2015,,,,30,,,,,,AGE A2 2015,,,
La estrategia de comunicación de un nuevo proyecto estratégico TIC NO debe:,Posponerse a la puesta en producción del proyecto sin incidencias significativas.,Presentar prototipos que muestren la evolución del desarrollo ya realizado.,Diseñar una campaña de difusión y promoción del proyecto.,Asegurar la implicación de representantes de todas las unidades afectadas.,A,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11792,31,,,,,,AGE A1 2015,,,11792
¿Cuál de los siguientes principios NO está recogido en el Manifiesto por el Desarrollo Ágil del Software?,"La simplicidad, o el arte de maximizar la cantidad de trabajo no realizado, es esencial.","Aceptamos que los requisitos cambien, incluso en etapas tardías del desarrollo. Los procesos ágiles aprovechan el cambio para proporcionar ventaja competitiva al cliente.","Las mejores arquitecturas, requisitos y diseños emergen por la aplicación de unos procesos bien organizados.",El software funcionando es la medida principal del progreso.,C,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11833,34,,,,,,AGE A1 2015,,,11833
¿Cúal es un objetivo de las metodologías lean?,Maximizar el valor para los clientes,Reducir los costes y aumentar la calidad del producto o del servicio, Entregar productos de manera más rápida,Todos los anteriores son objetivos de la metodología lean,D,B1,VMHB,PREPARATIC24,2016,Metodologias Lean,,,,34,2016,Revisada,MRM,,,,,,
¿A través de qué empresa surgen las metodologías lean?,Ford,Google,Toyota,Facebook,C,B1,VMHB,PREPARATIC24,2016,Metodologias Lean,,,,34,2016,Revisada,MRM,,,,,,
¿Quién es el responsable de transladar la metodología lean al software?,Eric Ries,Steve Blank,Tom Poppendieck,Alexander Osterwalder,C,B1,VMHB,PREPARATIC24,2016,Metodologias Lean,,,,34,2016,Revisada,MRM,,,,,,
¿Cúal de los siguientes puntos NO es uno de los principios de las metodologías lean?,Flexibilidad para variar el servicio o producto,Eliminar desperdicios,Decidir lo más tarde posible,Hacer entregas tan rápido como sea posible,A,B1,VMHB,PREPARATIC24,2016,Metodologias Lean,,,,34,2016,Revisada,MRM,,,,,,
¿Cúal de las siguientes NO es una metodología lean?,Lean startup,Business Model Canvas,Dynamic system Development method,Lean software development,C,B1,VMHB,PREPARATIC24,2016,Metodologias Lean,,,,34,2016,Revisada,MRM,,,,,,
"El artículo 102 del Real Decreto 1720/2007, por el que se determina la conservación de una copia de respaldo de los datos y de los procedimientos de recuperación de los mismos en un lugar diferente de aquel en que se encuentren los equipos informáticos que los tratan, ¿a qué nivel o niveles de medidas de seguridad es aplicable?",Básico,Medio,Alto,A los niveles medio y alto,C,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11852,35,,,,,,AGE A1 2015,,,11852
Las transferencias internacionales de datos de carácter personal:,Se regulan en los artículos 33 y 34 de la Ley Orgánica 15/1999 de Protección de Datos de Carácter Personal y en el Título VI del Real Decreto 1720/2007 por el que se aprueba el Reglamento de desarrollo de la Ley Orgánica 15/1999.,"Una transferencia internacional de datos, es un tratamiento de datos que supone una transmisión de los mismos fuera del territorio de la Unión Europea (UE).","La Decisión de la Comisión 2000/520/CE, con arreglo a la Directiva 95/46/CE, permite actualmente realizar transferencias de datos a Estados Unidos si se cumplen los principios del acuerdo de Puerto Seguro.","Precisan, en todo caso, la autorización previa de la Dirección de la Agencia Española de Protección de Datos.",A,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11865,35,,,,,,AGE A1 2015,,,11865
"En relación con la Ley Orgánica 15/1999, de 13 de diciembre, de protección de datos de carácter personal, señale la respuesta correcta:","En caso de datos de carácter personal registrados inexactos o incompletos, el interesado debe instar su rectificación, sin que puedan ser cancelados y sustituidos de oficio por los datos rectificados o completados.","En caso de datos de carácter personal registrados inexactos o incompletos, serán cancelados y sustituidos de oficio por los datos rectificados o completados, sin perjuicio del derecho de rectificación y cancelación del afectado.",El responsable del tratamiento tendrá la obligación de hacer efectivo el derecho de rectificación o cancelación del interesado en el plazo de 15 días.,El responsable del tratamiento tendrá la obligación de hacer efectivo el derecho de rectificación o cancelación del interesado en el plazo de 1 mes.,B,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11868,35,,,,,,AGE A1 2015,,,11868
De acuerdo con el Real Decreto 1720/2007 indique qué medida ha de ser aplicada obligatoriamente a los ficheros de los que sean responsables las Administraciones tributarias en el ejercicio de sus potestades tributarias:,Cifrado de las comunicaciones,"Al menos, una auditoría bienal (cada 2 años)",Registro de los accesos,No queda regulado en dicho Real Decreto al depender de la criticidad del fichero.,B,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11841,35,,,,,,AGE A1 2015,,,11841
"Según la Ley Orgánica 15/1999 de Protección de Datos de carácter personal, el director de la Agencia Española de Protección de Datos será nombrado, de entre quienes componen el Consejo Consultivo, por un periodo de:",5 años mediante Real Decreto.,2 años mediante Ley.,3 años mediante Orden Ministerial.,4 años mediante Real Decreto.,D,B1,EMA,PREPARATIC24,2016,AGE A2 2015,,,,35,,,,,,AGE A2 2015,,,
"Según la Ley de Protección de Datos de Carácter Personal, no podrán realizarse transferencias de datos de carácter personal a países que no proporcionen un nivel de protección equiparable al de esta Ley. ¿Quién se encarga de evaluar el nivel adecuado de protección que ofrece el país de destino de los datos?",El Ministerio de Asuntos Exteriores junto con el Ministerio de Justicia.,El responsable de la custodia de los datos enviados.,La Agencia Europea de Cooperación.,La Agencia de Protección de Datos.,D,B1,LGD,PREPARATIC24,2016,Junta de Extremadura A1 2015,,,,35,,,,,,Junta de Extremadura A1 2015,,,
"Según el Reglamento de Medidas de Seguridad de Ficheros Automatizados con Datos de Carácter Personal, los ficheros que contengan datos de ideología, religión, creencias, origen racial, salud o vida sexual, ¿qué medidas de seguridad deberán adoptar?",De nivel básico y nivel medio.,De nivel alto.,De nivel medio y nivel alto.,"De nivel básico, nivel medio y nivel alto.",D,B1,LGD,PREPARATIC24,2016,Junta de Extremadura A1 2015,,,,35,,,,,,Junta de Extremadura A1 2015,,,
El proceso de auditoría de sistemas de información se considera como un proceso:,Estratégico,Operativo,Táctico,Tecnológico,A,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11866,36,,,,,,AGE A1 2015,,,11866
