PREGUNTA,RESPUESTA_A,RESPUESTA_B,RESPUESTA_C,RESPUESTA_D,RESPUESTA_CORRECTA,BLOQUE,AUTOR,PROMOCION,ANNO_CREACION,OBSERVACIONES,NUMERO_TEST,NUMERO_PREGUNTA,ID,TEMAS,REVISADA,ESTADO,REVISOR,SENTENCIA,,EXAMEN,ESTADO_SEGUNDA_REVISION,
"La Ley 11/2007, de Acceso Electrónico de los Ciudadanos a los Servicios Públicos, determinó que el Esquema Nacional de Interoperabilidad sería aprobado por Real Decreto del Gobierno a propuesta de:",Consejo Superior de Administración Electrónica (actual Comisión Estrategia TIC),Secretaría de Estado de Telecomunicaciones y para la Sociedad de la Información,Secretaría de Estado de Informática Pública,Conferencia Sectorial de Administración Pública,D,B1,AET,XVIII,2009,ENI aprobado por RD 4/2010.,5,16,5714,43,2016,A eliminar,JLGR,DELETE,,,,
¿Qué es abiword?,Un comando para contar palabras o bytes en archivos de texto.,Un procesador de texto,Un conversor de formatos multimedia.,Un editor de archivos de sonido.,B,B2,AET,XVIII,2009,,15,9,5715,57,2016,CORREGIDO,JLGR,UPDATE,,,,
¿Cuál de estos sistemas de archivos no está soportado de forma nativa por el kernel de Linux?,ZFS,XFS,ext4,ReiserFS,A,B2,AET,XVIII,2009,ZFS es un sistema de archivos desarrollado por Sun para Solaris,15,74,5717,57,2016,CORREGIDO,JLGR,UPDATE,,,,
Desde un repositorio oficial de SUSE Linux Enterprise Server usted se descarga los archivos binarios de una aplicación empaquetados del modo estándar de esta distribución. ¿Cuál es la extensión del archivo?,rpm,tar.gz,deb,tgz,A,B2,AET,XVIII,2009,,41,42,5718,57,2016,CORREGIDO,JLGR,UPDATE,,,,
¿En cuál de los siguientes archivos de un sistema GNU/Linux se encuentra la asignación entre particiones de disco duro y directorios donde son montadas?,mountd.conf,fstab,filesystems,.mnt-conf,B,B2,AET,XVIII,2009,,46,85,5719,57,2016,CORREGIDO,JLGR,UPDATE,,,,
"En análisis de XML, indique cuál de las siguientes expresiones NO es correcta:",El modelo DOM procesa el documento XML completo y lo almacena en memoria,En el modelo SAX puede procesar el documento XML a través de eventos,El modelo SAX procesa el documento XML y genera un árbol,El modelo DOM procesa el documento XML y lo modeliza en forma de árbol,C,B2,Oscar Frias,XVIII,2009,MAP 2008 A1,26,39,5720,74,2016,CORREGIDO,JLGR,UPDATE,,Examen TIC MAP A1 2008,,
El XSLT transforma:,Sólo de XML a XML,De XML a otro documento,Sólo de XML a HTML,De un documento a XML,B,B2,Oscar Frias,XVIII,2009,MAP 2008 A1,26,10,5721,74,2016,CORREGIDO,JLGR,UPDATE,,Examen TIC MAP A1 2008,,
XML es un lenguaje extensible de marcas. Señale qué significa extensible:,No está limitado el tamaño de los ficheros.,"Se pueden incorporar nuevas etiquetas, sin tener que cambiar la aplicación que lo lee.",Los datos van formados mediante etiquetas de lo que significan.,"Si las reglas sintácticas del DTD se cumplen, el documento es válido.",B,B2,Oscar Frias,XVIII,2009,MAP 2008 A2,26,71,5722,74,2016,CORREGIDO,JLGR,UPDATE,,Examen TIC MAP A2 2008,,
Elija la opción correcta:,Un documento XML válido es aquél que tiene una sintaxis XML válida.,Un documento XML válido es aquél que cumple las reglas de un DTD.,Un documento XML válido es aquél que está bien formado y también cumple con las reglas de un DTD,Un documento XML bien formado es aquél que cumple las reglas de un DTD,C,B2,Oscar Frias,XVIII,2009,MAP 2008 A2,26,2,5723,74,2016,CORREGIDO,JLGR,UPDATE,,Examen TIC MAP A2 2008,,
Indique quién desarrolló el lenguaje JavaScript,Microsoft,SUN,Netscape,W3C,C,B2,Oscar Frias,XVIII,2009,MAP 2008 A1,49,10,5724,62,2016,CORREGIDO,JLGR,UPDATE,,Examen TIC MAP A1 2008,,
"Los SGBD soportan 3 tipos de lenguajes: Lenguaje de Consulta de Datos, Lenguaje de Definición de Datos y Lenguaje de Manipulación de Datos. Concretamente, el estándar SQL ISO 9075:1987 contempla en su definición:",Lenguaje de Consulta de datos.,Lenguaje de Consulta y de Manipulación de datos.,Lenguaje de Consulta y de Definición de datos.,"Lenguaje de Consulta, de Manipulación y de Definición de datos.",D,B2,Oscar Frias,XVIII,2009,MAP 2008 A2,18,60,5725,61,2016,CORREGIDO,JLGR,UPDATE,,Examen TIC MAP A2 2008,,
"Indique la afirmación correcta. Según Métrica v 3, en las Relaciones 1:N se propaga el identificador de la entidad de cardinalidad máxima 1 a la que es N, teniendo en cuenta que:","Si la relación es de asociación, la clave propagada es clave ajena en la tabla a la que se ha propagado.","Si la relación es de asociación, la clave propagada es la clave primaria en la tabla a la que se ha propagado.","Si la relación es de dependencia, la clave propagada es la clave ajena.",Si la relación es de dependencia la clave propagada es la clave primaria.,A,B3,Oscar Frias,XVIII,2009,MAP 2008 A2,18,21,5726,91,2016,CORREGIDO,JLGR,UPDATE,,Examen TIC MAP A2 2008,,
¿Cuál de los siguientes métodos NO sirve para seleccionar la página a descargar tras un fallo de página?,FIFO,Aleatoria,SJF,NRU,C,B2,Luis Cidoncha,XVIII,2009,,48,64,5727,56,2016,CORREGIDO,JLGR,UPDATE,,,,
¿Cuál de las siguientes no es un tipo de herramienta de Groupware?,Herramientas de coordinación,Herramientas de control,Herramientas de colaboración,Herramientas de comunicación,B,B2,Marcos LLama,XVII,2003,,10,51,5728,71,2014,A eliminar,JLGR,DELETE,,,,
¿Cual de las siguientes puede ser utilizada para videoconferencia?,ATM,H.323,VRVS,Todas las anteriores,D,B4,Marcos LLama,XVII,2003,,6,69,5730,122,2016,CORREGIDO,JLGR,UPDATE,,,,
¿Cuál de los siguientes no es un tipo de workflow?,Workflow de administración,Workflow de colaboración,Workflow de coordinación,Workflow de producción,C,B2,Marcos LLama,XVII,2003,,11,28,5731,68,2016,A eliminar,JLGR,DELETE,,,,
¿Cuántos interfaces tiene el modelo de referencia de workflow de WfMC?,1,3,5,7,C,B2,Marcos LLama,XVII,2003,,46,97,5734,68,2016,A eliminar,JLGR,DELETE,,,,
¿Cuál de las siguientes no corresponde a una interfase del modelo de referencia de workflow de WfMC?:,Herramientas de definición de procesos,Funciones de representación,Herramientas de administración y monitorización,Aplicaciones invocadas,B,B2,Marcos LLama,XVII,2003,,46,84,5735,68,2016,A eliminar,JLGR,DELETE,,,,
"¿Qué características debe reunir, entre otras, la firma electrónica avanzada?",Usar un certificado X.509,Usar medios de criptografía asimétrica,Que el firmante tenga bajo su exclusivo control los medios de creación de firma,Que el canal de comunicación por el que se transfiere la firma sea seguro,C,B2,Eva MMG,XVIII,2009,,9,94,5737,72,2009,A eliminar,JLGR,DELETE,,,,
"¿Qué características debe reunir, entre otras, la firma electrónica reconocida?",Tener una clave privada de 512 bits o superior,Usar un certificado reconocido,Usar el algoritmo RSA,Usar certificados con periodo de validez superior a dos años,B,B2,Eva MMG,XVIII,2009,,4,91,5739,72,2009,A eliminar,JLGR,DELETE,,,,
¿Puede haber firma electrónica reconocida que no sea avanzada?,"Sí, si el dispositivo de creación de firma es seguro","Sí, si se usa un certificado reconocido","No, en ningún caso","Sí, si lo aceptan ambas partes",C,B1,Eva MMG,XVIII,2009,"Ley 59/2003, artículo 3 y resto de articulado",0,63,5740,30,2015,A eliminar,JLGR,DELETE,,,,
¿Tiene la firma electrónica el mismo valor ante la ley que la firma manuscrita?,"Sí, siempre","No, en ningún caso","Sí, si es firma electrónica avanzada","Sí, si es firma electrónica cualificada",D,B2,Eva MMG,XVIII,2009,Reglamento 910/2014,0,93,5741,77,2016,Corregida,SGC,UPDATE,,,,
"En el ámbito de la Unión Europea, ¿tiene validez jurídica la firma electrónica?",Solamente si es firma reconocida,Solamente si es firma cualificada,Siempre será admisible como prueba en el procedimiento judicial,Ninguna de las anteriores es correcta,C,B2,Eva MMG revAEV,XVIII,2009,"Directiva 1999/93/CE y Reglamento 910/2014, consideración 61)",0,99,5742,77,2016,Corregida,SGC,UPDATE,,,,
"En criptografía simétrica, ¿qué es una sustitución monoalfabética?",Emplean un alfabeto de salida con más símbolos que el alfabeto de entrada. ,Buscan paliar la sensibilidad frente a ataques basados en el estudio de frecuencias de símbolos.,Se sustituye cada carácter del texto original siempre por otro carácter determinado ,"La que sustituye las letras en grupos de longitud variable, dependiendo de su posición dentro del mensaje",C,B2,Eva MMG,XVIII,2009,,41,74,5743,76,2016,Corregida,SGC,UPDATE,,,,
"En criptografía simétrica, ¿qué es una sustitución monoalfabética monográmica?","Cada letra del mensaje original es sustituido por sólo una otra letra, número o símbolo",Buscan paliar la sensibilidad frente a ataques basados en el estudio de frecuencias de símbolos. ,"Cada letra del mensaje original puede ser sustituida por más de una letra, número o símbolo","La que sustituye las letras en grupos de longitud variable, dependiendo de su posición dentro del mensaje",A,B2,Eva MMG,XVIII,2009,,23,85,5744,76,2016,Corregida,SGC,UPDATE,,,,
"Respecto al algoritmo DSA, ¿cuál de estas afirmaciones es falsa?",Sirve para firmar documentos,Sirve para autenticar,Sirve para cifrar,Es un estándar de FIPS para firmas digitales,C,B2,Eva MMG,XVIII,2009,,44,74,5745,76,2016,Revisada,SGC,UPDATE,,,,
¿Qué es el efecto avalancha en una función hash?,Una pequeña variación en la longitud del mensaje debe producir una gran variación en la longitud del resumen,Una pequeña variación del contenido del mensaje debe producir una gran variación en la longitud del resumen,Una pequeña variación en el contenido del mensaje debe producir una pequeña variación en la longitud del resumen,Una pequeña variación en el contenido del mensaje debe producir una gran variación en el contenido del resumen,D,B2,Eva MMG,XVIII,2009,,40,6,5746,76,2016,Revisada,SGC,UPDATE,,,,
¿Cuál es la longitud del resumen de la función SHA-1?,64 bits,128 bits,160 bits,224 bits,C,B2,Eva MMG,XVIII,2009,,29,34,5747,76,2016,Revisada,SGC,UPDATE,,,,
¿Qué es una firma secuencial?,"Un documento que incluye las firmas de varios usuarios, todas ellas sobre el mismo documento original","Un documento que incluye las firmas de varios usuarios, cada una de ellas incluyendo las firmas anteriores en el tiempo","Un documento que incluye la firma de un usuario, y uno o varios documentos originales","Un documento que contiene un documento original, la firma de uno o varios usuarios, y uno o varios sellos de tiempo",B,B2,Eva MMG,XVIII,2009,,30,96,5748,77,2016,Revisada,SGC,UPDATE,,,,
¿Cuál de los siguientes elementos no es obligatorio en una firma CAdES-BES?,Definición del tipo de contenido,Resumen del mensaje,Sello de tiempo,Atributos identificativos del certificado del firmante,C,B2,Eva MMG,XVIII,2009,,47,72,5749,77,2016,Revisada,SGC,UPDATE,,,,
Entre SHA-1 y MD5 ¿cuál se considera más resistente a colisiones?,El SHA-1 porque produce un resumen más largo,El SHA-1 porque produce un resumen más corto,El MD5 porque produce un resumen más largo,El MD5 porque produce un resumen más corto,A,B2,Eva MMG,XVIII,2009,,38,83,5750,76,2016,A eliminar,SGC,DELETE,,,,
¿Cuál es la longitud efectiva aproximada de clave del algoritmo Triple DES?,112 (2x56) bits,128 (2x64) bits,168 (3x56) bits,192 (3x64) bits,A,B2,Eva MMG,XVIII,2009,,18,100,5751,76,2016,Revisada,SGC,UPDATE,,,,
¿Qué longitudes de clave tienen las diferentes versiones del algoritmo AES reconocidas oficialmente por el NIST?,"64, 128, 256 bits","128, 192, 256 bits","128, 256, 512 bits","128, 256, 384 bits",B,B2,Eva MMG,XVIII,2009,,51,70,5752,76,2016,Revisada,SGC,UPDATE,,,,
¿Por qué el algoritmo DSA no sirve para cifrar?,Porque al realizar funciones modulo x (donde x es uno de los valores públicos del sistema) no se puede realizar su inversión,"Porque realiza un hash del mensaje, por tanto no es recuperable",Porque tendríamos que enviar la clave privada,"No es cierto, el algoritmo DSA sí sirve para cifrar",B,B2,Eva MMG,XVIII,2009,,28,100,5753,76,2016,Revisada,SGC,UPDATE,,,,
¿Cuál de estos diagramas de UML no está categorizado como un diagrama de comportamiento?,Diagrama de interacción.,Diagrama de casos de uso.,Diagrama de objetos.,Diagrama de actividad.,C,B3,AET,XVIII,2009,,26,6,5754,85,2016,Revisada,SGC,UPDATE,,,,
¿Cuál de estos diagramas no es un diagrama de UML 2.5?,Diagrama global de interacción,Diagrama de colaboración,Diagrama de estructura compuesta,Diagrama de tiempos,B,B3,AET,XVIII,2009,,30,41,5755,85,2016,Corregida,SGC,UPDATE,,,,
"En el contexto de la Inteligencia Artifical, ¿cuál de los siguientes es un tipo de Red Neuronal?",Fenomenológica,Facial,De Bradley,Perceptrón,D,B2,AET,XVIII,2009,,44,34,5756,67,2016,Revisada,SGC,UPDATE,,,,
Los objetivos generales que debe cumplir el Plan de Sistemas de Información y Comunicaciones son:, Establecer políticas y objetivos coherentes,Planificar y controlar con eficacia el proceso de mecanización y así como definir los requerimientos técnicos necesarios y suficientes ,"Conocer con cierta aproximación y de forma anticipada las inversiones, los costes de funcionamiento, los resulta-dos esperados, etc",Todas las anteriores,D,B3,Preparatic XVIII,,2001,,5,83,5757,77,2016,A eliminar,SGC,DELETE,,,,
"En cuanto a la licencia LGPL, señale la afirmación correcta:",Un software con licencia LGPL puede ser modificado y redistribuido como software propietario siempre que se trate del driver de un dispositivo.,Un software con licencia LGPL puede ser modificado y redistribuido como software propietario siempre que se trate de una librería sin interfaz con el usuario.,"Un software con licencia LGPL puede utilizar librerías propietarias, y el conjunto tener la licencia LGPL.",Un software propietario puede utilizar librerías LGPL sin dejar de ser propietario.,D,B2,AET,XVIII,2009,,6,39,5758,66,2016,Revisada,SGC,UPDATE,,,,
¿Cuál de las siguientes no es un sistema operativo de la familia BSD?,SecureBSD,NetBSD,DesktopBSD,DragonflyBSD,A,B2,AET,XVIII,2009,,17,63,5759,66,2016,Revisada,SGC,UPDATE,,,,
"Acerca de OpenOffice, ¿cuál de las siguientes afirmaciones es falsa?","Gracias a la ingeniería inversa, puede manejar archivos .doc de Microsoft Office.",Se puede utilizar en la mayoría de sistemas de tipo UNIX salvo en Mac OS X.,Sun Microsystems financia su desarrollo.,Su antecesor fue StarOffice.,B,B2,AET,XVIII,2009,,45,93,5760,66,2016,Revisada,SGC,UPDATE,,,,
¿Qué versión de KDE introdujo los plasmoides?,4,5.3,5.5,6,A,B2,AET,XVIII,2009,,29,24,5761,66,2016,Revisada,SGC,UPDATE,,,,
La Tasa Interna de Retorno (TIR) de una inversión:,"Según el criterio del TIR, una inversión será efectuable cuando su rentabilidad esperada sea superior a la rentabilidad exigida",Es el valor del tipo de descuento que hace que el Valor Actual Neto (VAN) de una inversión sea igual a cero.,"El TIR indica la rentabilidad relativa, mientras que el VAN indica la rentabilidad absoluta de la inversión en unidades monetarias",Todas las anteriores son ciertas,D,B1,Marcos LLama,NULL,2001,,1,5,5762,40,2016,Revisada,SGC,UPDATE,,,,
Según Bennet:,"El mantenimiento perfectivo son las acciones llevadas a cabo para mejorar la calidad interna de los sistemas en cualquiera de sus aspectos: reestructuración del código, definición más clara del sistema y optimización del rendimiento y eficiencia.","El mantenimiento evolutivo son las incorporaciones, modificaciones y eliminaciones necesarias en un producto software para cubrir la expansión o cambio en las necesidades del usuario.",El mantenimiento preventivo es la realización del mantenimiento anticipándose a problemas futuros.,El mantenimiento adaptativo es consecuencia de los cambios en los requisitos de usuario,C,,Marcos LLama,XVII,2003,,31,18,5763,96,2016,Corregida,SGC,UPDATE,,,,
¿Cuáles de los siguientes métodos de normalización de puntuaciones no mantiene la proporcionalidad entre puntuaciones directas y normalizadas?,Fracción del ideal,Fracción de la suma,Fracción del máximo,Todas las anteriores mantienen la proporcionalidad,A,B1,JCED,XVIII,2009,,21,24,5765,38,2016,Revisada,SGC,UPDATE,,,,
¿A cuál de las siguientes categorías de métodos de ordenación de alternativas pertenece el método PROMETHEE?,Concordancia,Permutaciones,Relaciones de superación,Ponderación lineal,C,B1,JCED,XVIII,2009,,40,22,5766,38,2016,Revisada,SGC,UPDATE,,,,
¿Cuál de los siguientes es un método de ordenación de alternativas basado en permutaciones?,TOPSIS,PROMETHEE,ELECTRE,QUALIFLEX,D,B1,JCED,XVIII,2009,,51,53,5767,38,2016,Revisada,SGC,UPDATE,,,,
"De acuerdo al RD 1720/2007, cuando los ficheros contengan un conjunto de datos de carácter personal suficientes que permitan obtener una evaluación de la personalidad del individuo, deberá:",Adoptarse únicamente las medidas de seguridad calificadas de nivel básico,Adoptarse las medidas de seguridad calificadas de nivel medio,Adoptarse las medidas de seguridad calificadas de nivel alto,No adoptarse ninguna medidas de seguridad prevista,B,B1,RBL,XVIII,2009,,31,57,5769,35,2016,Corregida,SGC,UPDATE,,,,
"El Titulo III de la LOPD se refiere a los “derechos de las personas”, sin embargo en el TITULO II se recoge otro derecho relacionado con los Principios de la Protección de datos que es:",Oposición,Cancelación,Revisión,Información,D,B1,RBL,XVIII,2009,,21,80,5770,35,2016,Revisada,SGC,UPDATE,,,,
¿Cuál de los siguientes miembros no forma parte el Consejo Consultivo de la A.E.P.D.?,"Un Diputado, propuesto por el Congreso de los Diputados",Un Senador propuesto por el Senado,Un miembro de la Real Academia de la Lengua propuesto por la misma,Un miembro de la Real Academia de la Historia propuesto por la misma,C,B1,RBL,XVIII,2009,,29,23,5771,35,2016,Revisada,SGC,UPDATE,,,,
El derecho de acceso al que se refiere el Art. 15 de la LOPD sólo podrá ser ejercitado a intervalos de,"12 meses, salvo que el interesado acredite un interés legítimo al efecto en cuyo caso podrá ejercerlo en el plazo de 6 meses","12 meses, salvo que el interesado acredite un interés legítimo al efecto en cuyo caso podrá ejercerlo antes","6 meses, salvo que el interesado acredite un interés legítimo al efecto en cuyo caso podrá ejercerlo en el plazo de 2 meses",10 días,B,B1,RBL,XVIII,2009,,45,13,5772,35,2016,Revisada,SGC,UPDATE,,,,
"De acuerdo con la LOPD, señale el tipo de fichero que se incluye en el alcance de la Ley",Ficheros realizados o mantenidos por personas físicas en el ejercicio de actividades exclusivamente personales o domésticas.,Ficheros sometidos a la normativa sobre protección de materias clasificadas,"Ficheros establecidos para la investigación del terrorismo y de formas graves de delincuencia organizada. No obstante el responsable del fichero comunicará previamente la existencia del mismo, sus características generales y su finalidad a la Agencia Española de Protección de Datos.","Ficheros de titularidad pública, con la publicación de la disposición de regulación correspondiente",D,B1,RBL,XVIII,2009,MAP 2008 A2,41,89,5773,35,2016,Revisada,SGC,UPDATE,,Examen TIC MAP A2 2008,,
Los datos de carácter personal recogidos o elaborados por las Administraciones Públicas para el desempeño de sus atribuciones,Podrán comunicarse entre administraciones los datos de carácter personal que una Administración Pública obtenga o elabore con destino a otra,Las diferentes Administraciones Públicas podrán cederse entre ellas los datos de carácter personal incluso para el ejercicio de competencias diferentes.,"No podrán cederse cuando la comunicación tenga por objeto el tratamiento de los datos con fines históricos, estadísticos  o científicos","La Ley no trata este particular, sino que lo hace su desarrollo posterior",A,B1,RBL,XVIII,2009,MAP 2008 A2,32,20,5774,35,2016,Revisada,SGC,UPDATE,,Examen TIC MAP A2 2008,,
"Según el RD 1720/2007 cuando la obligación de notificar afecte a ficheros sujetos a la competencia de la autoridad de control de una Comunidad Autónoma que haya creado su propio registro de ficheros, la notificación se realizará a:","la autoridad autonómica competente, que dará traslado de la inscripción  al Registro General de Protección de  Datos",la autoridad autonómica competente y al Registro General de Protección de  Datos,"al Registro General de Protección de  Datos, que dará traslado de la inscripción a la la autoridad autonómica competente",la autoridad autonómica competente o al Registro General de Protección de  Datos. El receptor de la notificación dará traslado de la inscripción al otro ente,A,B1,RBL,XVIII,2009,MAP 2008 A2,6,26,5775,35,2016,Revisada,SGC,UPDATE,,Examen TIC MAP A2 2008,,
"¿Qué carácter tendrán los Códigos Tipo descritos en el artículo 32 de la Ley Orgánica 15/1999, de 13 de diciembre, de Protección de Datos de Carácter Personal?",De legislación de desarrollo de la Ley Orgánica 15/1999.,Sustitutivo de las regulaciones legales sobre protección de datos para aquellos sectores que los adopten.,Obligatorio para todas aquellas administraciones Públicas que prevean la realización de transferencias internacionales de datos personales a terceros países que no garanticen un nivel adecuado de protección.,Códigos deontológicos o de buena práctica profesional.,D,B1,RBL,XVIII,2009,,35,96,5776,35,2016,Revisada,SGC,UPDATE,,,,
"En referencia a la arquitectura .NET, seleccione cuál de las expresiones siguientes es FALSA:","Las versiones 1.0, 1.1 y 2.0. de .NET Framework son totalmente independientes unas de otras, por lo que se pueden instalar en cualquier orden","Cuando las versiones 1.0, 1.1 y 2.0 están en el mismo equipo, comparten un único Common Language Runtime",.NET Framework 4.5 es la última versión disponible del framework .NET,Common Language Specification (CLS) es un conjunto de reglas pensado para promover la interoperabilidad entre los lenguajes,B,B2,Oscar Frias,XVIII,2009,MAP 2008 A1,39,44,5778,63,2016,Revisada,SGC,UPDATE,,Examen TIC MAP A1 2008,,
¿Cuál de los siguientes apartados NO es un grupo clave de la biblioteca de clases base en .NET?,Windows Presentation Foundation,ASP.NET,ADO.NET,ACY.NET,D,B2,Oscar Frias,XVIII,2009,MAP 2008 A1,6,75,5779,63,2016,Revisada,SGC,UPDATE,,Examen TIC MAP A1 2008,,
Señale cómo se denomina el conjunto de reglas que deben de seguir los lenguajes de programación para que sean compatibles con .NET se denomina:,CLS,MSIL,Bytecode,JIT,A,B2,Oscar Frias,XVIII,2009,MAP 2008 A2,21,6,5780,63,2016,Revisada,SGC,UPDATE,,Examen TIC MAP A2 2008,,
Señale cuál de los siguientes objetos forma parte de los componentes proveedores de datos .NET Framework de ADO.NET,DataSet,DataTable,DataAdapter,RecordSet,C,B2,Oscar Frias,XVIII,2009,MAP 2008 A2,43,58,5781,63,2016,Revisada,SGC,UPDATE,,Examen TIC MAP A2 2008,,
¿Cuál de los siguientes objetos no forma parte del proveedor de datos del modelo de objetos ADO.NET?,Connection.,Command.,DataAdapter.,DataSet.,D,B2,Oscar Frias,XVIII,2009,MAP 2008 A2,16,53,5782,63,2016,Revisada,SGC,UPDATE,,Examen TIC MAP A2 2008,,
De las siguientes cuestiones de la arquitectura .NET indique cuál es FALSA.,Las clases ASP.NET soportan el desarrollo de aplicaciones web y de servicios web XML.,"Las clases ADO.NET permiten a los desarrolladores interaccionar con los datos, como si fueran XML, a través de las interfaces de OLE DB, ODBC y SQL Server",CLR (Common Language runtime) se encarga de realizar la compilación del código fuente al Lenguaje Intermedio independiente de la platafoma.,En la arquitectura . NET se permite la utilización de varios lenguajes de programación.,C,B2,Oscar Frias,XVIII,2009,MAP 2008 A2,33,93,5783,63,2016,Revisada,SGC,UPDATE,,Examen TIC MAP A2 2008,,
"En el framework .NET, ¿qué código se genera como salida del compilador just in time?",Bytecode,IL (intemediate language),Código máquina,Código ensamblador,C,B2,Oscar Frias,XVIII,2009,MAP 2008 A2,21,48,5784,63,2016,Revisada,SGC,UPDATE,,Examen TIC MAP A2 2008,,
"¿De acuerdo al estándar, cuál es el ancho de banda que podrá obtener un usuario de una red UMTS R99 si se está desplazando en un vehículo a 40 km/h en un entorno urbano?",2 Mbps independientemente de la situación del usuario,100 kbps,144 Kbps,384 kbps,D,B4,RBL,XVIII,2009,,6,17,5785,117,2016,Revisada,SGC,UPDATE,,,,
UMTS en su estándar contempla como posibilidades para transmisión dúplex:,CMDA o TDMA,FDD o TDD,FDMA u OFDMA,TCDMA,B,B4,RBL,XVIII,2009,,52,57,5787,117,2016,Revisada,SGC,UPDATE,,,,
En un radioenlace:,El enlace descendente trabaja siempre a frecuencias superiores que el enlace descendente,El enlace ascendente trabaja a frecuencias iguales o inferiores que el enlace descendente,"El enlace descendente trabaja, a veces, a frecuencias inferiores que el enlace descendente","El enlace ascendente trabaja, a veces, a frecuencias iguales o superiores que el enlace descendente",B,B4,RBL,XVIII,2009,,52,93,5788,117,2016,Revisada,SGC,UPDATE,,,,
En comunicaciones móviles:,La razón por la que se usan frecuencia altas para las comunicaciones móviles es porque se alcanzan más distancias que con frecuencias inferiores para la misma potencia radiada,El sentido de transmisión de estación móvil a estación terrena suele ocupar la banda inferior de las dos en que se dividen los sistemas TDD.,Las bandas de frecuencia más bajas suelen estar asociadas a mayores anchos de banda que las bandas de frecuencias más altas.,Todas las anteriores son falsas.,D,B4,RBL,XVIII,2009,,42,30,5789,117,2016,Revisada,SGC,UPDATE,,,,
Indique cuál de los siguientes derechos de los ciudadanos al relacionarse con las Administraciones Públicas por medios electrónicos NO está reconocido por la ley 11/2007,A la igualdad en el acceso electrónico a los servicios de las Administraciones Públicas.,A conocer por medios electrónicos el estado de tramitación de cualquier procedimiento administrativo.,A obtener copias electrónicas de los documentos electrónicos que formen parte de procedimientos en los que tengan la condición de interesado.,A la conservación en formato electrónico por las Administraciones Públicas de los documentos electrónicos que formen parte de un expediente.,B,B1,RBL,XVIII,2009,MAP 2008 A2,5,42,5792,43,2016,A eliminar,SGC,DELETE,,Examen TIC MAP A2 2008,,
"De acuerdo con la Ley 11/2007 de acceso electrónico de los ciudadanos a los servicios públicos, señale cuál de las siguientes definiciones es FALSA:","Actuación administrativa automatizada: Actuación administrativa producida por un Sistema de información adecuadamente programado sin necesidad de intervención de una persona física en cada caso singular. Incluye la producción de actos de trámite o resolutorios de procedimientos, así como de meros actos de comunicación.",Aplicación: Programa o conjunto de programas cuyo objeto es la resolución de un problema mediante el uso de informática.,"Aplicación de fuentes abiertas: Aquella que se distribuye con una licencia que permite la libertad de ejecutarla, de conocer el código fuente, de modificarla o mejorarla y de redistribuir copias a otros","Autenticación: Capacidad de los sistemas de información, y por ende de los procedimientos a los que éstos dan soporte, de compartir datos y posibilitar el intercambio de información y conocimiento entre ellos.",D,B1,RBL,XVIII,2009,MAP 2008 A2,5,84,5793,43,2016,A eliminar,SGC,DELETE,,Examen TIC MAP A2 2008,,
Las Administraciones Públicas pueden utilizar varios medios para su identificación electrónica. Indique cual NO es uno de ellos.,"Sistemas de firma electrónica, como el sello electrónico de Administración Pública.",Firma electrónica del personal al servicio de las Administraciones Públicas.,"Intercambio electrónico de datos en entornos cerrados de comunicación, conforme a lo específicamente acordado en las partes.",La identidad electrónica reconocida del órgano administrativo.,D,B1,RBL,XVIII,2009,MAP 2008 A2,36,2,5794,30,2016,A eliminar,SGC,DELETE,,Examen TIC MAP A2 2008,,
"Identifique la opción que NO es correcta según lo especificado en Ley 11/2007. Los ciudadanos podrán utilizar los siguientes sistemas de firma electrónica para relacionarse con las Administraciones Públicas, de acuerdo con lo que cada Administración determine:","En todo caso, los sistemas de firma electrónica incorporados al Documento Nacional de Identidad, para personas físicas.",Sistemas de firma electrónica avanzada basados en certificados electrónicos reconocidos emitidos por cualquier prestador de servicios de certificación.,"Utilización de claves concertadas en un registro previo como usuario, en los términos y condiciones que en cada caso se determinen.","Aportación de información conocida por ambas partes, en los términos y condiciones que en cada caso se terminen.",B,B1,RBL,XVIII,2009,MAP 2008 A2. Actualizada a cambios Ley 15/2014: se deben admitir certificados reconocidos por PSC en lista de confianza publicada en sede-e de MINETUR.,5,70,5795,43,2016,A eliminar,SGC,DELETE,,Examen TIC MAP A2 2008,,
"Según la ley 11/2007 de acceso electrónico de los ciudadanos a los servicios públicos, los ciudadanos podrán utilizar diferentes sistemas de firma electrónica para relacionarse con las Administraciones Públicas, de acuerdo con lo que cada Administración determine. Seleccione la respuesta FALSA:",Sistemas de firma electrónica avanzada basados en certificados electrónicos reconocidos. Las administraciones deberán admitir todos los certificados de los prestadores incluidos en la TSL publicada en la sede electrónica de MINETUR.,"En todo caso, los sistemas de firma electrónica incorporados al DNI, para personas físicas.","Otros sistemas de firma electrónica, como la utilización de claves concertadas en un registro previo como usuario, la aportación de información conocida por ambas partes u otros sistemas no criptográficos, en los términos y condiciones que en cada caso se determinen.",Sistemas que permitan la identidad privada mediante un sistema criptográfico de clave publica reconocido por @firma.,D,B1,RBL,XVIII,2009,MAP 2008 A2. Actualizada a modificación art 13 Ley 11/2007 por Ley 15/2014.,5,97,5796,43,2016,A eliminar,SGC,DELETE,,Examen TIC MAP A2 2008,,
